2948	14	4	15.6
12	999	9	32.93
117	1978	3	20.3
2778	12	3	10.52
278	139	11	66.52
3495	12	3	12.02
132	398	3	12.57
113	2396	3	20.29
313	139	4	17.01
118	479	3	10.6
112	394	4	13.01
124	1312	4	28.74
115	279	4	9.7
375	131	4	18.28
869	103	5	17.8
121	1289	3	17.95
2603	108	4	30.87
113	102	90	83.59
637	132	3	15.66
122	165	4	5.18
102	793	3	5.67
2055	119	3	20.59
112	1023	3	14.3
106	137	63	235.4
138	102	73	147.26
143	447	3	15.13
107	938	3	12.83
105	967	7	40.61
2458	14	3	8.16
887	101	3	6
45	200	3	9.42
135	166	6	15.58
2355	101	3	12.36
735	14	4	3.96
404	176	10	88.92
259	129	5	18.48
105	653	4	14.39
232	137	14	80.54
268	102	14	31.38
120	231	5	12.43
107	622	6	29.36
117	3964	3	26.34
107	802	4	18.24
1591	104	3	12.91
129	156	20	82.47
129	113	26	54.54
144	107	11	10.89
214	12	16	13.85
136	802	4	25.97
1476	111	6	43.86
136	622	3	16.04
112	649	3	11.29
277	306	4	31.17
12	5914	3	18.56
109	101	72	30.26
402	14	14	28.97
1392	14	7	24.54
112	804	10	69.66
379	118	6	25.82
173	134	5	12.59
190	156	9	44.4
139	168	5	12.69
109	256	4	7.12
168	231	4	19.36
147	433	26	266.61
953	102	3	6.51
966	12	3	4.02
106	4753	3	28.64
326	102	8	13.46
1499	157	3	25.34
101	865	7	26.28
210	1461	3	30.14
120	322	3	7.62
134	180	3	5.08
304	106	5	12.95
106	471	7	31.46
921	138	3	18.92
106	216	6	11.33
12	403	14	34.38
463	188	3	20.58
2386	130	3	24.67
118	1655	4	27.77
1739	1341	6	106.53
104	247	40	204.05
101	3304	3	15.08
101	5402	3	21.7
179	165	46	409.44
101	3152	3	15.08
186	3050	3	34.47
196	137	9	37.39
133	247	6	24.56
210	385	6	50.34
1494	14	4	9.4
107	1800	3	17.44
137	173	13	57.95
1636	14	4	10.24
113	145	12	16.82
2823	14	4	15.6
301	101	11	21.9
9	268	4	15.48
112	2703	3	21.28
276	108	3	4.65
2116	130	4	34.55
2492	102	3	12.6
501	102	5	9.7
12	1674	3	6.99
112	551	8	44.37
191	170	3	10.91
234	104	5	4.42
470	102	6	12.72
59	272	3	9.59
341	117	12	65.27
564	173	8	73.89
2722	103	3	15.28
1042	14	5	10.16
16	262	8	32.14
102	3706	4	29.27
937	126	3	17.32
57	14	60	28.38
1186	14	5	11.55
2356	14	3	8.16
105	353	4	8.67
888	14	7	16.65
124	3135	3	26.25
265	164	6	36.27
595	13	3	17.47
381	112	3	7.76
451	124	3	12.26
131	133	5	3.98
121	725	3	14.28
254	132	3	8.48
283	952	4	42.81
124	1540	4	30.54
101	1327	3	8.69
1557	101	3	9.86
159	147	28	165.38
120	147	6	4.62
418	106	4	12.42
183	139	3	5.75
135	151	7	14.62
623	123	7	45.96
422	12	5	3.87
284	154	3	12.63
149	117	6	4.79
117	372	13	77.43
106	1304	3	14.77
113	399	5	18.83
686	103	5	14.92
114	425	8	40.08
235	459	3	23.44
104	3822	3	20.44
113	149	13	22.16
113	204	12	39.82
179	154	18	107.97
2387	12	3	9.37
102	2571	3	13.79
690	12	4	4.71
109	504	3	9.16
119	5393	3	31.12
242	1336	3	31.04
12	6071	3	18.56
114	3941	3	25.54
101	2530	3	13.54
117	1492	3	18.03
110	361	3	6.84
130	172	11	42.73
104	208	20	58.34
642	207	10	109.02
125	116	10	6.28
172	14	21	8.31
125	225	4	10.23
245	1569	4	46.2
104	5130	3	24.91
1046	14	7	19.38
1344	101	3	8.69
16	59	85	453.92
755	108	3	11.64
150	230	12	72.86
299	120	3	7.06
111	271	4	8.65
105	412	9	38.17
12	1021	5	12.08
1208	12	3	5.03
119	1575	5	38.07
176	148	4	10.94
262	134	4	14.08
185	513	7	62.15
8	1120	4	29.47
102	335	11	26.25
141	418	6	37.12
2835	14	3	9.29
174	122	4	6.25
804	147	5	37.55
105	1319	3	13.88
2936	145	5	54.82
2028	120	5	41.39
742	14	6	10.08
111	1144	8	59.57
136	134	5	4.67
106	993	5	27.35
226	102	7	4.26
107	328	12	55.19
110	792	4	18.64
2063	120	4	30.5
773	14	4	4.23
166	120	6	9.56
1011	138	3	19.68
39	391	3	15.98
8	202	4	11.26
121	2563	3	23.61
2395	110	3	19.61
171	101	17	17.64
310	106	3	5.23
105	258	7	15.89
194	307	3	17.39
943	102	4	10.93
364	121	3	9.44
146	168	7	24.14
288	102	7	8.39
338	12	9	10.17
101	4082	3	17.25
112	4984	3	29.55
107	1560	4	25.05
102	473	8	21.87
101	1230	4	13.37
185	160	8	39.42
406	14	11	17.62
1398	14	7	24.54
101	1162	5	18.41
3521	14	3	10.76
2403	14	3	8.16
101	1536	6	28.51
186	648	3	22.64
251	115	5	12.32
1658	14	3	5.85
748	117	4	20.07
121	1093	4	25.25
678	109	3	10.97
12	4265	3	14.16
216	365	5	39.54
370	151	4	21.67
508	146	3	16.19
591	14	6	7.97
106	786	7	39.58
104	105	239	648.47
655	12	4	4.47
1181	109	3	14.59
361	386	5	49.06
750	113	5	25.83
124	1812	7	67.43
12	1314	3	5.9
103	438	7	19.37
482	12	11	26.07
122	111	11	4.57
102	678	3	4.75
201	754	3	24.98
1461	101	4	14.89
2379	14	3	8.16
140	14	73	68.29
106	6136	3	28.64
1611	101	5	22.58
164	151	4	10.11
1845	12	3	7.66
192	224	3	14.08
362	12	9	11.48
114	188	4	4.41
747	102	4	9.01
102	882	14	80.83
112	714	16	129.62
134	139	8	14.21
120	244	3	5.39
143	188	3	6.64
2687	119	3	22.83
120	104	45	42.74
110	273	6	16.92
168	147	3	5.88
105	718	4	15.4
443	12	8	13.17
158	104	15	15.93
102	597	6	15.96
102	673	4	8.38
210	486	3	22.59
104	1563	3	12.91
139	505	3	15.1
231	116	3	4.43
336	14	9	7.17
4116	14	3	12.87
103	1227	3	9.84
153	263	4	17.57
1417	159	3	26.01
120	544	3	11.76
118	3301	3	24.16
120	121	24	42.23
395	125	6	31.08
293	337	4	32.92
350	120	8	37.73
1356	171	5	51.37
183	164	3	9.63
104	469	4	8.91
121	248	5	14.78
5737	1026	3	56.03
117	1228	3	16.9
109	116	58	134.65
104	1239	4	17.45
5752	14	3	17.26
200	135	12	57.7
112	2429	3	20.05
12	1448	3	6.41
112	701	11	75.52
102	852	3	5.93
144	121	12	23.15
460	195	3	21.1
2806	12	3	10.52
105	1408	3	13.88
108	375	3	7.04
2101	12	3	8.44
230	128	4	11.37
132	137	34	147.11
2849	14	3	9.29
1325	101	3	8.69
153	1105	7	66.49
4189	14	3	12.87
13	196	3	7.62
1187	12	6	18.75
364	104	5	10.09
622	104	4	11.29
1596	161	3	26.72
16	39	23	86.13
202	258	3	16.25
1015	103	5	19.7
360	14	10	11.17
112	446	4	14.33
512	1285	4	52.57
198	1333	4	41.23
108	330	3	5.8
1044	144	5	40.16
2003	123	5	44.21
105	1206	3	12.87
117	767	6	36.07
876	165	5	44.23
155	142	11	38.15
104	2007	6	40.89
229	12	10	3.94
106	3378	3	21.94
2094	113	5	39.12
1282	12	3	5.44
2945	113	3	21.52
115	206	6	12.99
1105	113	9	69.32
163	270	3	14.07
163	195	3	10.26
423	9	15	122.56
2214	1008	6	107.71
515	261	3	25.28
5062	14	3	17.26
155	101	80	242.13
278	112	3	5.28
222	124	3	6.04
106	2462	3	19.15
111	252	3	4.29
121	919	3	15.82
102	3722	4	29.27
106	740	4	17.26
142	258	3	9.81
1899	12	3	7.66
112	1245	7	51.12
101	219	21	46.72
13	114	10	12.58
119	426	3	10.22
101	540	4	6.56
107	148	10	10.07
102	1281	5	19.68
2	218	4	6.72
131	145	5	5.95
207	112	9	25.03
101	4056	3	17.25
1647	14	5	15.48
1193	1099	5	76.66
132	216	3	6.92
455	104	5	13.23
102	392	10	26.89
550	158	3	18.85
136	148	13	40.37
1693	12	3	6.99
368	113	3	7.65
109	197	4	4.04
3173	4068	3	60.24
139	111	8	4.45
2883	102	3	13.79
241	104	6	7.32
136	759	3	17.32
2117	14	4	12.38
114	297	10	43.25
124	1928	3	22.42
107	759	5	24.71
120	187	6	12.12
101	933	3	6.3
134	14	78	60.78
492	12	8	14.81
112	5532	3	29.55
110	404	4	12.64
101	627	4	7.53
311	227	3	19.42
1725	103	3	12.26
361	554	3	28.92
311	176	11	89.96
107	969	5	27.61
106	157	29	94.38
128	731	3	16.06
280	118	13	65.08
942	2276	3	45.69
372	106	4	11.24
102	644	11	45.86
1019	110	3	13.87
113	133	18	28.81
113	275	9	34.6
123	2211	5	46.41
109	587	4	15.75
267	111	4	8.47
4530	14	3	12.87
127	667	3	15.09
169	139	7	22.36
122	151	6	7.52
125	2	14	13.6
101	673	7	21.97
124	885	3	16.52
1145	104	3	10.71
1368	12	3	5.9
436	12	12	28.62
138	249	4	14.02
111	630	3	10.98
600	202	3	23.45
3559	207	3	38.43
178	131	7	21.45
165	133	4	7.18
124	4342	3	28.47
2925	14	3	9.29
127	1836	3	22.1
1141	14	3	3.98
104	566	3	6.26
110	182	6	8.35
120	146	11	17.93
125	361	5	22.35
232	117	5	12.1
304	161	3	14.44
164	303	10	75.07
554	944	3	35.75
514	292	3	26.56
149	227	3	9.61
317	120	32	243.63
272	166	4	21.47
101	1266	3	8.2
247	134	3	8.45
132	242	3	8.02
141	1521	3	22.82
127	1172	3	19.05
2	12	121	81.9
121	687	5	28.35
106	1046	4	20.4
866	101	3	6
2479	14	6	28.89
1564	14	3	5.85
512	14	6	6.35
102	1358	4	14.41
2352	106	4	28.68
124	584	4	20.89
112	1322	4	24.25
2334	101	3	12.36
127	307	7	33.62
108	237	4	6.2
189	142	4	10.64
384	109	5	17.09
1033	101	6	22.77
186	804	3	24.01
1477	14	3	5.29
124	1212	3	19
119	1362	5	35.65
128	101	85	155.1
1846	14	3	6.49
189	101	21	33.14
332	59	3	11.06
102	4955	3	21.95
4376	14	3	12.87
112	396	3	8.12
102	219	12	15.76
128	142	10	20.63
191	195	3	12.13
1246	12	3	5.44
112	1220	4	23.49
341	137	4	17.92
1934	12	3	8.44
349	121	3	9.02
112	1339	3	16.19
292	12	18	34.95
124	359	30	258.44
155	1463	3	24.95
2	391	5	19.26
106	2479	3	19.15
452	14	9	13.53
1161	103	3	9.37
1644	14	3	5.85
924	101	4	10.63
127	1219	3	19.55
3386	102	3	15.32
275	125	4	13.1
497	121	3	11.91
1045	12	5	12.08
101	392	11	30.88
13	152	4	6.81
244	125	5	16.34
102	540	4	6.84
1675	14	10	57.53
159	106	32	117.49
691	14	7	12.71
982	124	5	34.45
3506	14	3	10.76
1537	14	3	5.29
141	143	8	18.36
2364	14	4	13.79
650	106	3	10.43
113	563	3	10.67
129	164	12	43.8
186	394	5	37.4
219	2612	5	67.2
113	411	4	13.66
2081	14	3	7.25
102	933	5	15.99
102	881	3	6.21
1323	104	3	11.7
277	104	4	4.08
2110	109	4	27.59
200	260	3	16.27
605	12	10	27.05
1650	1600	10	214.15
638	12	10	27.86
12	239	26	52.67
12	299	60	311.46
106	580	7	35.17
12	164	19	6.41
102	1705	3	10.1
182	227	5	27.68
2114	14	3	7.25
182	176	10	59.14
543	122	3	13.06
119	650	23	220.51
1808	605	3	40.95
106	327	4	9.4
294	116	3	6.48
552	13	4	25.14
255	135	3	8.8
125	131	9	11.78
1938	111	4	28.26
772	12	5	8.93
672	123	3	14.69
247	1043	3	29.34
160	21	3	5.4
196	117	30	159.48
108	656	4	16.51
428	119	5	22.12
2459	128	6	61.74
113	108	25	18.21
103	523	3	4.74
13	1675	9	102.93
896	14	5	8.48
102	627	5	11.86
791	12	5	8.93
12	169	16	4.28
12	126	41	5.17
12	288	63	329.08
321	14	23	53.49
249	116	4	8.74
101	949	3	6.3
120	214	6	15.68
107	667	4	16.44
103	255	11	22.02
781	358	3	30.9
703	101	3	4.76
190	139	6	19.61
133	366	4	18.16
312	111	3	5.91
2780	113	3	21.52
173	104	7	4.02
458	12	9	17.23
1378	12	3	5.9
200	263	14	122.16
159	617	3	20.11
417	113	13	77.65
718	12	5	8.52
1646	12	3	6.99
140	289	3	10.96
228	465	3	23.05
12	1312	4	10.22
2610	115	3	21.78
113	118	23	24.64
122	225	3	5.72
3399	14	3	10.76
316	108	3	5.56
169	14	27	16.4
122	116	11	7.04
153	135	11	32.99
283	108	3	4.91
148	116	12	21.2
135	361	3	11.95
380	125	3	10.96
104	121	24	8.09
102	5287	3	21.95
178	303	4	23.8
392	123	4	16.98
101	335	8	13.81
1191	102	3	7.98
2468	14	4	13.79
101	3001	3	15.08
167	122	4	5.29
146	418	3	14.72
108	271	26	150.51
3423	14	4	18.12
1268	115	4	24.15
3260	115	3	23.35
21	45	9	31.62
1205	12	3	5.03
112	381	12	64.84
115	102	252	716.87
145	137	11	29.71
1302	113	6	41.76
245	647	3	26.14
123	375	4	16.48
175	635	3	21.91
101	1359	4	14.09
211	500	3	22.82
102	2859	3	13.79
319	216	4	27.75
247	106	4	6.49
778	14	6	10.59
634	133	4	23.39
1571	108	3	16.75
2590	14	3	9.29
345	14	30	96.9
4328	14	4	23.01
107	307	6	18.05
112	1609	6	45.72
154	123	7	11.91
254	102	9	11.26
166	231	3	12.44
106	860	3	12.02
104	2311	4	23.75
1798	14	3	6.49
969	59	7	57.87
102	1162	3	7.98
101	473	20	96.14
102	1230	3	8.43
12	2124	3	8.44
137	1071	6	49.75
103	750	3	6.47
211	561	3	23.6
157	160	4	10.65
102	510	7	18.47
1278	102	4	13.69
1297	12	4	9.54
338	8	5	24.76
141	472	3	15.03
174	102	10	4.27
257	219	3	17.2
102	3055	3	15.32
102	4973	3	21.95
211	230	12	97.48
2805	14	4	15.6
328	559	4	39.79
121	3414	3	25.19
208	59	3	6.91
248	115	5	12.03
1665	14	3	5.85
102	1536	3	9.48
105	426	5	15.92
1021	119	5	32.12
243	174	3	14.05
101	678	4	8.09
101	730	5	13.06
477	12	7	10.54
101	798	4	9.41
106	309	6	17.93
12	438	12	28.62
106	233	6	12.77
187	146	8	32.57
3308	14	3	10.76
1570	106	8	66.43
1119	118	5	32.48
124	2181	4	34.42
3581	138	3	30.56
375	101	5	6.27
637	102	5	11.86
102	645	4	8.09
210	458	6	53.43
113	132	22	42.14
112	737	3	12.03
102	975	5	16.62
157	671	4	29.03
129	139	34	146.14
839	3594	3	50.06
147	1264	3	22.3
1338	14	3	4.8
126	133	6	5.12
186	4908	3	41.19
139	234	3	8.49
127	872	4	25.25
1310	14	3	4.37
1909	149	3	25.34
105	681	3	9.31
104	517	14	73.01
120	339	3	8.16
1458	102	3	9.48
12	139	32	5.11
291	109	3	5.06
118	151	60	304.95
132	117	17	30
124	1414	3	20.13
123	220	16	82.98
399	122	5	23.18
1095	133	10	95.8
205	131	3	6.32
5863	14	3	17.26
272	116	3	6.07
922	14	5	9
171	131	17	80.84
188	108	8	15.18
2157	14	3	7.25
101	434	20	91.72
16	463	6	31.22
16	515	4	18.63
146	151	12	42.19
166	244	3	13.11
166	296	3	14.93
166	104	8	4.34
943	132	3	18.22
12	4221	3	14.16
121	1009	4	24.66
57	170	3	4.96
13	475	3	15.93
979	176	5	47.3
3376	14	3	10.76
1	9	6	20.82
107	462	11	61.07
103	999	5	19.02
112	367	5	17.22
114	1073	3	15.18
2723	144	3	27.67
118	504	7	37.8
105	1199	5	27.25
2409	12	3	9.37
2485	111	3	19.96
102	830	5	14.88
127	2475	3	23.99
217	1362	4	42.58
4197	14	4	23.01
160	122	4	4.44
1317	101	3	8.69
101	2589	3	13.54
264	138	3	9.57
457	117	7	36.41
3334	12	3	12.02
150	2399	3	27.45
120	276	3	6.56
134	305	3	10.3
1804	4593	3	60.01
134	113	9	5.7
12	195	21	19.42
397	14	7	5.77
105	790	3	10.06
104	530	9	38.1
326	122	4	14.1
110	101	105	97.62
104	380	17	79.83
110	241	5	10.23
193	427	3	20.46
368	14	11	14.73
206	510	3	22.77
133	380	3	12.26
190	115	8	17.99
112	726	6	32.97
102	914	4	10.93
114	307	4	10.48
263	102	9	11.9
156	113	22	65.93
333	102	5	5.04
109	168	6	6.8
402	170	3	18.75
186	446	4	29.44
343	118	4	12.81
432	14	8	9.7
144	120	14	27.79
102	865	3	6.21
1387	14	4	8.66
110	142	24	54.6
298	102	16	44.21
135	168	3	4.57
237	599	4	36.14
121	206	15	67.37
711	14	8	17.32
208	683	3	24.66
148	124	6	7.59
199	112	4	4.97
101	780	5	13.51
102	2018	3	11.63
106	1410	3	15.3
113	122	17	17.5
1256	101	6	25.84
855	427	3	33.26
2700	110	3	20.84
718	111	3	11.95
231	168	6	33.93
758	205	3	25.16
615	102	4	7.55
112	592	4	16.79
484	12	13	35.49
163	170	6	26.08
186	701	8	79.56
124	1314	3	19.54
136	2787	3	26.43
9	14	76	67.42
1287	16	3	17.9
1780	115	3	18.68
2353	14	3	8.16
57	268	4	14.89
1456	101	4	14.89
114	1851	3	18.65
400	347	4	37.2
12	1049	3	4.33
208	291	3	18.05
360	113	4	12.05
106	771	3	11.44
12	869	4	6.58
320	151	7	42.48
102	1327	3	8.92
1691	328	5	65.39
103	2109	3	13.09
12	735	4	5.26
787	12	5	8.93
131	108	10	5.16
309	285	3	21.92
101	3963	3	17.25
266	14	51	186.61
1539	598	3	40.19
118	234	3	4.77
119	4097	3	26.63
670	120	4	19.47
104	1813	3	13.64
494	134	3	14.47
108	2879	4	30.87
381	455	3	28.22
4026	108	3	24.37
121	951	3	15.82
101	3121	3	15.08
314	14	21	43.47
118	1198	3	16.45
106	2494	3	19.15
419	102	7	15.2
102	1557	3	10.1
107	424	6	24.06
125	694	3	15.13
154	352	4	21.49
4655	104	3	24.91
124	422	26	232.81
105	3971	3	22.7
556	113	3	10.67
114	887	3	13.67
12	1686	3	6.99
461	12	5	4.6
1080	108	6	37.68
625	13	4	26.03
9	126	11	21.86
108	255	3	3.87
285	14	15	18.52
804	106	5	24.96
229	116	4	7.68
104	1938	4	22.25
159	162	9	41.36
1054	14	5	10.16
116	1838	6	49.92
5762	14	3	17.26
338	110	3	6.36
127	514	4	20.79
207	9	7	28.31
102	435	9	25.29
586	102	4	7.3
2824	12	4	17.3
59	539	3	15.09
682	12	5	7.77
101	400	10	26.57
1726	119	3	19.73
131	118	9	7.16
166	135	5	11.36
673	59	3	16.42
165	935	3	23.45
120	230	3	4.82
133	1120	3	19.48
1185	12	5	13.52
135	12	34	4.81
151	102	23	16.05
203	119	5	10.3
891	1088	5	73.01
109	165	6	6.16
156	179	3	7.89
736	139	3	17.52
109	12	98	21.78
116	1329	6	44.77
126	102	52	52.3
2216	103	6	41.26
145	907	5	38.39
1714	9	3	23.75
144	230	3	8.97
158	120	7	10.25
1840	14	4	11.22
114	530	3	10.69
102	732	3	5.18
224	59	3	7.52
160	310	3	14.57
103	2742	3	15.28
105	1729	4	23.98
140	113	20	42.31
218	102	28	79.42
358	109	5	15.92
486	104	3	5.45
900	102	4	10.49
1318	12	3	5.9
119	2613	3	22.83
1869	14	3	6.49
148	101	22	11.33
199	115	6	12.23
102	1894	5	24.43
121	369	3	9.66
130	281	5	20.63
1406	14	3	4.8
3877	153	4	49.79
172	113	6	8.9
107	894	4	19.1
102	1976	4	18.39
106	174	19	61.14
187	134	3	5.39
141	3483	3	28.95
1912	12	4	12.85
102	841	4	10.09
916	12	4	6.98
104	3836	4	33.22
12	1270	8	32.64
851	14	6	11.7
977	106	3	13.03
12	6065	3	18.56
2808	14	4	15.6
570	105	4	13.51
159	648	3	20.35
3272	103	4	26.34
297	103	5	5.62
214	256	3	16.95
102	1095	4	12.45
250	125	6	22.19
101	1763	3	10.57
106	1190	3	14.28
209	102	13	16.88
143	228	3	8.85
590	111	8	45.39
134	179	5	12.74
168	306	5	31.28
151	311	3	12.78
150	857	3	20.15
183	129	5	12.24
270	120	10	44.42
4245	14	3	12.87
119	353	3	8.41
2726	101	3	13.54
2371	14	3	8.16
3297	14	3	10.76
13	164	3	5.59
226	157	3	10.88
1488	103	3	10.91
420	120	5	21.93
866	110	3	12.79
101	355	9	18.89
654	112	3	11.29
12	2437	3	9.37
3451	12	3	12.02
474	12	6	7.47
104	1090	6	29.92
166	121	5	7.48
102	3962	3	17.5
1124	5192	3	56.46
141	154	12	42.1
505	12	5	5.23
416	168	3	18.56
105	1580	3	15.11
170	116	6	10.18
123	14	68	19.18
103	614	3	5.42
103	690	3	6.02
2609	101	4	21.4
272	153	4	18.42
136	135	7	10.25
388	166	3	17.49
101	1326	3	8.69
145	308	4	18.17
121	5520	3	31.9
191	169	5	22.56
412	173	6	46.74
191	126	10	37.14
101	1371	8	42.81
769	346	3	30.56
21	57	7	14.5
104	1935	5	31.03
108	238	5	9.78
765	12	4	5.56
5187	1245	3	57.42
243	158	3	11.76
105	486	3	7.39
734	12	5	8.52
597	101	3	3.99
2237	14	4	13.79
102	1552	4	16.12
269	105	8	22.04
110	795	5	25.73
2	163	11	25.24
773	12	4	5.56
16	445	4	17.23
112	5737	3	29.55
102	4103	3	17.5
381	12	8	9.96
2576	112	3	21.28
115	383	3	8.33
157	16	8	14.81
101	1180	3	7.75
185	209	5	26.6
272	164	7	45.44
102	591	6	15.96
185	313	3	16.79
141	238	6	26.24
429	119	4	15.89
136	2941	3	26.43
535	119	5	24.77
229	139	10	50.7
230	404	3	22.09
105	1109	4	19.08
390	138	3	13.12
433	115	3	9.39
145	105	13	11.48
746	103	4	10.82
128	14	64	23.35
2363	14	3	8.16
2115	14	6	25.75
401	686	5	57.84
1208	14	6	16.32
828	115	3	13.38
59	185	13	58.83
16	191	6	13.67
124	4810	3	32.96
167	146	3	5.47
150	109	8	6.56
1472	1012	4	60.58
111	197	4	4.52
105	551	5	18.81
116	721	3	13.09
104	3129	3	18.24
2422	14	3	8.16
203	519	5	43.25
1645	14	4	10.24
236	115	3	4.22
944	103	3	7.86
112	2341	6	53.39
2248	115	3	20.55
835	708	3	36.48
102	640	5	11.86
112	920	7	45.08
137	228	3	7.93
587	109	3	10.09
101	1776	4	16.84
1245	12	3	5.44
514	16	3	12.22
102	2317	4	19.86
117	421	4	15.32
117	371	3	8.79
241	122	4	10.56
297	106	3	4.94
190	166	5	21.62
139	180	3	5.62
101	2137	4	18.06
468	1198	3	36.1
838	105	3	10.64
531	4008	3	47.26
2	674	3	12.15
209	107	4	4.81
106	483	3	8.55
103	1566	3	11.54
134	168	3	4.47
882	12	9	30.33
110	330	4	10.06
12	101	252	13.25
8	713	4	25.66
328	2113	3	36.86
129	101	33	15.65
129	166	18	80.68
101	1791	5	24.02
362	14	7	4.23
102	879	5	15.42
101	1739	4	16.84
624	104	4	11.29
149	193	4	12.35
126	107	22	30.78
156	370	3	15.42
133	242	3	8.1
102	2473	3	12.6
1480	161	5	49.77
218	107	6	11.85
140	12	41	18.51
113	230	4	6.84
482	14	6	5.55
122	112	19	21.54
128	766	4	24.24
260	103	6	6.26
114	443	5	20.91
274	138	5	21.71
2886	14	3	9.29
101	722	7	23.24
1976	101	3	11.39
199	124	3	5.02
148	112	8	6.95
104	102	149	79.18
165	177	3	9.35
110	375	8	34.69
104	242	11	24.88
392	104	5	11.19
995	102	5	16.62
59	127	10	16.98
143	1028	4	30
2800	12	3	10.52
106	785	5	24.45
181	132	3	4.98
101	2954	3	13.54
116	672	3	12.58
111	116	22	19.41
3390	14	5	28.76
387	120	3	9.33
314	153	4	19.85
278	131	11	63.06
2	508	3	10.49
102	5005	3	21.95
2022	14	4	12.38
1552	12	3	6.99
115	215	6	13.74
545	102	5	10.55
115	121	31	58.51
102	474	5	9.19
273	1063	3	30.96
261	146	6	28.66
170	139	3	5.38
560	103	3	5.06
141	211	3	7.92
347	1066	5	61.22
162	4913	3	39.42
309	14	21	42.83
166	192	3	10.3
151	819	5	38.72
595	103	4	9.31
853	116	3	13.96
462	59	3	14.01
1528	113	3	17.02
208	410	5	40.84
476	219	4	32.98
142	366	4	19.85
121	1681	4	29.13
108	273	3	4.59
189	220	5	27.87
526	101	5	10.19
709	120	3	13.31
615	107	4	15.84
763	12	4	5.56
262	109	9	30.1
136	352	5	24.7
101	1464	4	14.89
251	111	4	7.61
390	12	6	5.21
115	296	4	10.09
107	352	4	10.58
59	163	4	7.21
1	2	9	24.41
1135	117	3	16.41
16	232	4	9.28
166	149	3	5.94
1187	14	5	11.55
104	875	6	26.54
2	185	23	98.04
150	378	7	46.38
107	109	23	10.46
124	235	26	169.63
254	104	5	5.43
1010	109	3	13.73
