4787	1
4501	2
8065	3
2741	4
5303	5
2317	6
524	7
2740	8
7488	9
1	10
2572	11
5969	12
496	13
7132	14
8336	15
8985	16
4537	17
5959	18
6793	19
7802	20
9084	21
1668	22
7052	23
2406	24
8728	25
8178	26
6321	27
4550	28
169	29
2349	30
1957	31
8986	32
9413	33
6014	34
4874	35
1122	36
4527	37
9388	38
5700	39
6470	40
1440	41
4069	42
366	43
45	44
7652	45
5759	46
2542	47
879	48
1517	49
224	50
6840	51
518	52
8686	53
5288	54
3955	55
2694	56
1198	57
8345	58
5521	59
8010	60
9168	61
8233	62
9034	63
478	64
3787	65
1825	66
8163	67
2871	68
7579	69
902	70
4443	71
1778	72
715	73
6651	74
7102	75
3961	76
2850	77
7908	78
8590	79
3273	80
5949	81
3484	82
5919	83
4383	84
4894	85
9527	86
3842	87
7302	88
9461	89
517	90
277	91
7857	92
1636	93
7486	94
7007	95
323	96
5557	97
5612	98
8431	99
6629	100
64	101
6374	102
3198	103
3164	104
1135	105
3565	106
3533	107
7051	108
4555	109
533	110
4235	111
4739	112
9306	113
8375	114
5666	115
5162	116
7033	117
3330	118
1029	119
1989	120
1983	121
216	122
6862	123
1656	124
854	125
8238	126
7268	127
6308	128
5747	129
1950	130
117	131
6710	132
1597	133
991	134
5050	135
5795	136
7232	137
5446	138
2527	139
5749	140
1139	141
9002	142
7716	143
6303	144
3352	145
4784	146
4962	147
7155	148
9746	149
8116	150
2410	151
2839	152
3350	153
9590	154
1595	155
2745	156
2916	157
4048	158
5382	159
1970	160
9630	161
6701	162
7688	163
751	164
4543	165
4145	166
5864	167
807	168
3067	169
806	170
8191	171
8099	172
3572	173
6359	174
6579	175
8399	176
8382	177
3965	178
2723	179
4022	180
9352	181
2607	182
6041	183
3296	184
2078	185
9566	186
26	187
9795	188
9715	189
5463	190
7666	191
5580	192
4669	193
3672	194
1414	195
7501	196
9445	197
1507	198
8419	199
300	200
3132	201
4319	202
3038	203
6612	204
8907	205
7787	206
9050	207
9890	208
9019	209
1813	210
8218	211
4137	212
6498	213
1177	214
3149	215
2963	216
1561	217
2313	218
8022	219
3465	220
6295	221
1190	222
2237	223
4208	224
6711	225
5834	226
9140	227
7336	228
1852	229
2560	230
9633	231
8487	232
3189	233
2573	234
6241	235
1121	236
9484	237
4901	238
6789	239
4521	240
1982	241
11	242
7827	243
2306	244
8491	245
2836	246
8139	247
4207	248
5993	249
8711	250
6632	251
1573	252
7359	253
7751	254
3890	255
8603	256
4400	257
7643	258
1618	259
5100	260
5940	261
1280	262
7200	263
1285	264
3523	265
9888	266
8344	267
2954	268
8124	269
4779	270
3278	271
7761	272
1168	273
3808	274
831	275
6522	276
7667	277
1031	278
687	279
561	280
8109	281
7539	282
779	283
8039	284
3718	285
1352	286
3508	287
8020	288
5023	289
7555	290
3678	291
6811	292
6388	293
4716	294
5793	295
8797	296
1211	297
8137	298
5450	299
6995	300
4706	301
491	302
4437	303
8634	304
4159	305
7747	306
603	307
4541	308
1566	309
8764	310
6681	311
9400	312
1348	313
5262	314
7173	315
21	316
1572	317
7235	318
3086	319
7390	320
2057	321
2951	322
4182	323
9398	324
7214	325
4995	326
4345	327
5753	328
4148	329
1703	330
3503	331
1404	332
5669	333
2769	334
5141	335
6179	336
5729	337
3059	338
6066	339
1405	340
837	341
4574	342
7056	343
285	344
8854	345
3908	346
154	347
6031	348
4300	349
315	350
2366	351
2792	352
1140	353
2454	354
8608	355
7357	356
9631	357
9799	358
2487	359
1298	360
9587	361
6877	362
674	363
9199	364
3396	365
5019	366
147	367
1126	368
8037	369
1398	370
9017	371
3924	372
741	373
9307	374
9579	375
6889	376
2531	377
7406	378
7189	379
76	380
765	381
6808	382
9900	383
4171	384
222	385
1238	386
8497	387
6306	388
8371	389
6929	390
7217	391
7321	392
2811	393
2812	394
2234	395
9262	396
4947	397
773	398
7236	399
2459	400
6652	401
2549	402
9535	403
2709	404
8624	405
4761	406
2443	407
2104	408
6966	409
2518	410
5992	411
4549	412
597	413
7482	414
6677	415
9664	416
1553	417
3445	418
9354	419
8977	420
8182	421
6264	422
168	423
7769	424
5201	425
8845	426
1622	427
8810	428
4178	429
2523	430
4724	431
2460	432
6453	433
5656	434
7848	435
709	436
2965	437
89	438
5701	439
5713	440
1004	441
3392	442
2912	443
3293	444
2037	445
5189	446
1674	447
9242	448
5519	449
6401	450
1254	451
828	452
9499	453
1547	454
7330	455
1271	456
7334	457
3823	458
8457	459
4349	460
5605	461
976	462
3797	463
4644	464
2281	465
6336	466
7723	467
9453	468
3928	469
5199	470
6805	471
576	472
8518	473
506	474
4958	475
3902	476
7233	477
3512	478
1495	479
2287	480
3007	481
6770	482
2829	483
7157	484
7942	485
982	486
7260	487
6394	488
4440	489
645	490
7864	491
498	492
