14355	4893	18
105	8607	4
30445	9750	6
14	2169	7
135	66	8
116	6454	4
171	3780	22
3159	9727	6
2662	2479	2
15413	6187	4
132	8565	11
12	8956	17
102	2478	3
45	5620	17
27344	2904	37
426	6834	8
15404	1000	1
196	7140	0
28237	8747	8
123	309	13
31023	3846	22
101	995	31
14	1570	17
133	1956	7
131	1288	18
2473	3513	22
534	350	6
109	5663	10
12	7937	10
7156	3286	12
121	8437	24
2630	613	21
12806	4405	14
119	2761	2
1377	1687	6
103	5452	22
573	5549	0
427	6870	14
266	5707	15
398	4983	5
800	8166	5
412	3561	15
110	9117	10
607	825	19
8357	979	2
541	3298	2
3212	226	13
14	1857	27
105	1517	14
177	9455	27
133	5963	5
291	8778	6
5967	7835	15
744	9158	22
10499	4983	13
192	5934	8
7085	6608	5
110	1657	13
175	5283	6
25451	543	1
34799	9003	15
1839	7307	12
4805	8533	8
28700	8568	10
5357	3995	9
101	2117	24
115	6383	7
143	360	9
259	572	19
1725	4332	16
113	3799	10
32948	4620	8
121	8755	12
27210	4524	5
14	4190	34
140	7201	26
491	5864	29
12	9956	28
15	137	15
32822	788	14
19920	894	21
1002	685	14
105	4591	6
104	6379	19
160	1058	17
102	6126	4
968	7220	2
4171	372	9
12	6799	10
104	2629	7
14	177	32
26595	8106	18
102	4839	6
453	6906	10
2095	9668	3
25766	145	18
113	7580	2
107	5620	14
121	2651	6
104	9038	7
183	8702	0
374	9315	10
118	4175	7
101	3404	26
33820	4028	1
126	499	6
85	307	21
3251	3841	1
18998	7775	15
202	7795	14
2	4140	14
12	5422	11
26145	590	9
12	6180	16
1050	7255	1
101	5870	7
32634	6226	14
34062	1526	8
1842	7973	33
45	1398	29
123	8629	6
407	7	40
1434	4650	6
24900	5558	7
36352	985	20
14	1836	21
302	6162	35
326	9593	2
8087	3623	16
135	6013	23
16492	4354	3
141	41	3
103	4847	26
35471	299	18
22917	7389	0
2942	8961	9
409	7251	21
2293	8508	11
107	9137	13
620	1211	4
12	6306	6
142	4202	11
14	7431	14
1543	7457	3
594	8881	36
138	8027	1
12	2698	4
1383	9225	19
102	1324	10
422	7602	29
103	9506	11
103	4846	14
2	5689	41
101	4162	27
